title_number,title_text,chapter_number,chapter_text,offense_section,offense_text,section_number,section_text,subsection_number,subsection_text
71,State Government,22,Merit System Employment,2204,Federal standards,2204,Federal standards,NA,NA
71,State Government,22,Merit System Employment,2205,Legislative representation for collective bargaining (Repealed),2205,Legislative representation for collective bargaining (Repealed),NA,NA
71,State Government,23,Selection of Employees for Entrance to or Promotion in Classified Service,2301,Examinations requisite for appointment and promotion,2301,Examinations requisite for appointment and promotion,NA,NA
71,State Government,23,Selection of Employees for Entrance to or Promotion in Classified Service,2302,Nature of examinations,2302,Nature of examinations,NA,NA
71,State Government,23,Selection of Employees for Entrance to or Promotion in Classified Service,2303,Holding examinations and rating competitors,2303,Holding examinations and rating competitors,NA,NA
71,State Government,23,Selection of Employees for Entrance to or Promotion in Classified Service,2304,Public notice of examinations,2304,Public notice of examinations,NA,NA
71,State Government,23,Selection of Employees for Entrance to or Promotion in Classified Service,2305,Ratings of competitors,2305,Ratings of competitors,NA,NA
71,State Government,23,Selection of Employees for Entrance to or Promotion in Classified Service,2306,Establishment of eligible lists,2306,Establishment of eligible lists,NA,NA
71,State Government,23,Selection of Employees for Entrance to or Promotion in Classified Service,2307,Duration of eligible lists,2307,Duration of eligible lists,NA,NA
71,State Government,24,Appointment and Promotion of Employees in Classified Service,2401,Certification,2401,Certification,NA,NA
71,State Government,24,Appointment and Promotion of Employees in Classified Service,2402,Selection and appointment of eligibles,2402,Selection and appointment of eligibles,NA,NA
71,State Government,24,Appointment and Promotion of Employees in Classified Service,2403,Substitution during military leave,2403,Substitution during military leave,NA,NA
71,State Government,24,Appointment and Promotion of Employees in Classified Service,2404,Probationary period,2404,Probationary period,NA,NA
71,State Government,24,Appointment and Promotion of Employees in Classified Service,2405,Provisional appointments,2405,Provisional appointments,NA,NA
71,State Government,24,Appointment and Promotion of Employees in Classified Service,2406,Temporary appointments to extra positions,2406,Temporary appointments to extra positions,NA,NA
71,State Government,24,Appointment and Promotion of Employees in Classified Service,2407,Emergency appointments,2407,Emergency appointments,NA,NA
71,State Government,25,Regulation of Employees in Classified Service,2501,Performance ratings,2501,Performance ratings,NA,NA
71,State Government,25,Regulation of Employees in Classified Service,2502,Transfers and reassignments,2502,Transfers and reassignments,NA,NA
71,State Government,25,Regulation of Employees in Classified Service,2503,Demotions,2503,Demotions,NA,NA
71,State Government,25,Regulation of Employees in Classified Service,2504,Classification and compensation,2504,Classification and compensation,NA,NA
71,State Government,25,Regulation of Employees in Classified Service,2505,Effect of reclassifications,2505,Effect of reclassifications,NA,NA
71,State Government,25,Regulation of Employees in Classified Service,2506,Other personnel standards and rules,2506,Other personnel standards and rules,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2601,Temporary and permanent separations,2601,Temporary and permanent separations,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2602,Furlough,2602,Furlough,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2603,Suspension,2603,Suspension,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2604,Removal during probationary period,2604,Removal during probationary period,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2605,Rights of promoted employee during probationary period,2605,Rights of promoted employee during probationary period,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2606,Resignation,2606,Resignation,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2607,Removal,2607,Removal,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2608,Leave of absence,2608,Leave of absence,NA,NA
71,State Government,26,Separation of Employees from Classified Service,2609,Seniority,2609,Seniority,NA,NA
71,State Government,27,"Prohibitions, Penalties and Enforcement",2701,Periodic audits of employees by Office of Administration,2701,Periodic audits of employees by Office of Administration,NA,NA
71,State Government,27,"Prohibitions, Penalties and Enforcement",2702,False statements made under oath and concealing information,2702,False statements made under oath and concealing information,NA,NA
71,State Government,27,"Prohibitions, Penalties and Enforcement",2703,Misdemeanors,2703,Misdemeanors,NA,NA
71,State Government,27,"Prohibitions, Penalties and Enforcement",2704,Prohibition of discrimination,2704,Prohibition of discrimination,NA,NA
71,State Government,27,"Prohibitions, Penalties and Enforcement",2705,Political activity,2705,Political activity,NA,NA
71,State Government,27,"Prohibitions, Penalties and Enforcement",2706,Removal and disqualification of officers and employees,2706,Removal and disqualification of officers and employees,NA,NA
71,State Government,28,Notice of Personnel Actions,2801,Notice,2801,Notice,NA,NA
71,State Government,29,"Services Available, Costs and Funding",2901,Service and cooperation,2901,Service and cooperation,NA,NA
71,State Government,29,"Services Available, Costs and Funding",2902,Receiving money and allocating or apportioning costs,2902,Receiving money and allocating or apportioning costs,NA,NA
71,State Government,29,"Services Available, Costs and Funding",2903,Existing approved counties,2903,Existing approved counties,NA,NA
71,State Government,30,State Civil Service Commission and Director,3001,State Civil Service Commission,3001,State Civil Service Commission,NA,NA
71,State Government,30,State Civil Service Commission and Director,3002,Meetings of commission,3002,Meetings of commission,NA,NA
71,State Government,30,State Civil Service Commission and Director,3003,Duties of commission,3003,Duties of commission,NA,NA
71,State Government,30,State Civil Service Commission and Director,3004,Legal counsel,3004,Legal counsel,NA,NA
71,State Government,30,State Civil Service Commission and Director,3005,"Qualifications, appointment and compensation of director",3005,"Qualifications, appointment and compensation of director",NA,NA
71,State Government,30,State Civil Service Commission and Director,3006,Powers and duties of director,3006,Powers and duties of director,NA,NA
71,State Government,30,State Civil Service Commission and Director,3007,Cooperation by officers and employees of the Commonwealth,3007,Cooperation by officers and employees of the Commonwealth,NA,NA
71,State Government,30,State Civil Service Commission and Director,3008,Periodic audits of employees by commission,3008,Periodic audits of employees by commission,NA,NA
71,State Government,31,Hearings and Records,3101,Public hearings,3101,Public hearings,NA,NA
71,State Government,31,Hearings and Records,3102,"Oaths, testimony and production of papers",3102,"Oaths, testimony and production of papers",NA,NA
71,State Government,31,Hearings and Records,3103,Records open to public,3103,Records open to public,NA,NA
71,State Government,31,Hearings and Records,3104,False statements made under oath constitute perjury,3104,False statements made under oath constitute perjury,NA,NA
71,State Government,32,"Commission Funds, Costs and Service",3201,Receiving money and allocating or apportioning costs,3201,Receiving money and allocating or apportioning costs,NA,NA
71,State Government,32,"Commission Funds, Costs and Service",3202,Service and cooperation,3202,Service and cooperation,NA,NA
71,State Government,33,"Records, Status and Appropriations",3301,Transfer of records,3301,Transfer of records,NA,NA
71,State Government,33,"Records, Status and Appropriations",3302,Status of certain employees,3302,Status of certain employees,NA,NA
71,State Government,33,"Records, Status and Appropriations",3303,Veterans' preference,3303,Veterans' preference,NA,NA
71,State Government,33,"Records, Status and Appropriations",3304,Audits of application of veterans' preference,3304,Audits of application of veterans' preference,NA,NA
71,State Government,51,Preliminary Provisions,5101,Short title,5101,Short title,NA,NA
71,State Government,51,Preliminary Provisions,5102,Definitions,5102,Definitions,NA,NA
71,State Government,51,Preliminary Provisions,5103,Notice to members and participants,5103,Notice to members and participants,NA,NA
71,State Government,51,Preliminary Provisions,5104,Reference to State Employees' Retirement System,5104,Reference to State Employees' Retirement System,NA,NA
71,State Government,53,"Membership, Credited Service, Classes of Service, and Eligibility for Benefits",5301,Mandatory and optional membership in the system and participation in the plan,5301,Mandatory and optional membership in the system and participation in the plan,NA,NA
71,State Government,53,"Membership, Credited Service, Classes of Service, and Eligibility for Benefits",5302,Credited State service,5302,Credited State service,NA,NA
71,State Government,53,"Membership, Credited Service, Classes of Service, and Eligibility for Benefits",5303,Retention and reinstatement of service credits,5303,Retention and reinstatement of service credits,NA,NA
71,State Government,53,"Membership, Credited Service, Classes of Service, and Eligibility for Benefits",5303.1,Election to convert county service to State service,5303,Retention and reinstatement of service credits,1,Election to convert county service to State service
71,State Government,53,"Membership, Credited Service, Classes of Service, and Eligibility for Benefits",5303.2,Election to convert school service to State service,5303,Retention and reinstatement of service credits,2,Election to convert school service to State service
